id,name,country,lat,lon
COR,Pajas Blancas,Argentina,"-31,313101","-64,199402"
GOA,Cristoforo Colombo,Italy,"44,413101","8,837800"
OAK,Metro Oakland Intl,United States,"37,723598","-122,215599"
UVF,Hewanorra Intl,Saint Lucia,"13,735600","-60,952202"
YHZ,Halifax Intl,Canada,"44,883301","-63,516701"
TGU,Toncontin Intl,Honduras,"14,059700","-87,217499"
RMF,Marsa Alam International Airport,Egypt,"25,633301","34,569401"
ZQN,Queenstown,New Zealand,"-45,021400","168,738907"
BSB,J. Kubitschek Intl,Brazil,"-15,860600","-47,915298"
OSS,Osh,Kyrgyzstan,"40,549999","72,800003"
COO,Cadjehoun,Benin,"6,354200","2,385600"
FIH,N'Djili International,Democratic Republic of the Congo,"-4,384700","15,445000"
OUA,Ouagadougou,Burkina Faso,"12,352200","-1,513300"
PPT,Faaa,French Polynesia,"-17,547199","-149,613907"
MPM,Maputo International,Mozambique,"-25,921101","32,569401"
CNS,Cairns International,Australia,"-16,883301","145,751694"
LKO,Chaudhary Charan Singh,India,"26,760300","80,880302"
MWX,Muan International Airport,South Korea,"34,991402","126,382797"
NDR,Nador,Morocco,"35,200001","-2,916700"
POM,Jackson Field,Papua New Guinea,"-9,445000","147,210297"
KWE,Longdongbao International,China,"26,540600","106,800301"
LBV,Leon M'ba International,Gabon,"0,459200","9,415300"
SNU,Abel Santamaria,Cuba,"22,491899","-79,941902"
POP,Gregorio Luperon Intl,Dominican Republic,"19,781099","-70,668900"
ELQ,Gassim,Saudi Arabia,"26,303301","43,770802"
LPQ,Luang Prabang International,Laos,"19,895800","102,163902"
CKY,Conakry Intl,Guinea,"9,576400","-13,610800"
NBE,Hammamet,Tunisia,"36,075600","10,438300"
BOH,Bournemouth International Airport,United Kingdom,"50,780602","-1,836900"
MMX,Sturup,Sweden,"55,530300","13,371700"
YNJ,Chaoyangchuan,China,"42,650002","129,500000"
TRD,Vaernes,Norway,"63,459702","10,936900"
ZAD,Zadar,Croatia,"44,097801","15,356700"
MPL,Mediterranee,France,"43,580601","3,970300"
SUF,Lamezia Terme Airport,Italy,"38,909199","16,238899"
RDU,Raleigh-Durham International,United States,"35,875301","-78,781899"
UTP,Rayong-Pattaya Intl,Thailand,"12,677800","101,009201"
LIL,Lesquin,France,"50,564400","3,088100"
HRK,Osnova International,Ukraine,"49,933300","36,283298"
BDS,Papola Casale,Italy,"40,658100","17,946699"
SBZ,Sibiu,Romania,"45,783298","24,083300"
CNN,Kannur International Airport,India,"11,915800","75,545799"
PBM,Johan A. Pengel Intl,Suriname,"5,451400","-55,191101"
MJI,"Mitiga, Tripoli Airport",Libya,"32,894100","13,276000"
AUS,Austin-Bergstrom International Airport,United States,"30,194500","-97,669899"
JHB,Senai Intl,Malaysia,"1,638900","103,670799"
NIM,Diori Hamani International Airport,Niger,"13,483300","2,170800"
PUY,Pula,Croatia,"44,891701","13,923600"
IKT,Irkutsk,Russian Federation,"52,266701","104,400002"
SOU,Southampton,United Kingdom,"50,951698","-1,351900"
LBD,Khujand International,Tajikistan,"40,216702","69,699997"
BDO,Husein Sastranegara,Indonesia,"-6,901700","107,575798"
CJJ,Cheongju International,South Korea,"36,650002","127,516701"
HOG,Frank Pais International,Cuba,"20,785299","-76,315002"
DAM,Damascus Intl,Syria,"33,413898","36,517799"
FOR,Pinto Martins International,Brazil,"-3,776700","-38,534401"
WEH,Dashuibo,China,"37,186798","122,229103"
PQC,Phu Quoc Island International,Vietnam,"10,233300","103,966698"
SCQ,Santiago de Compostela,Spain,"42,895000","-8,415000"
CZL,Mohamed Boudiaf,Algeria,"36,276901","6,630000"
SLL,Salalah,Oman,"17,036400","54,101700"
WNZ,Yongqiang International,China,"27,950001","120,633301"
GEO,Cheddi Jagan International,Guyana,"6,500300","-58,254200"
IXE,Mangalore Airport,India,"12,963900","74,893898"
CGQ,Longjia International,China,"43,916698","125,333298"
NOU,La Tontouta,New Caledonia,"-22,016899","166,210800"
PIK,Prestwick,United Kingdom,"55,503101","-4,575600"
KCH,Kuching International,Malaysia,"1,484200","110,340797"
FMO,Osnabruck International,Germany,"52,136101","7,685600"
REC,Guararapes International,Brazil,"-8,125800","-34,923901"
SSG,Santa Isabel International,Equatorial Guinea,"3,752800","8,705600"
SWA,Jieyang Chaoshan,China,"23,366699","116,666702"
JAI,Jaipur International,India,"26,821699","75,806099"
QRO,Queretaro Intercontinental,Mexico,"20,600000","-100,383301"
ROV,Platov Airport,Russian Federation,"47,250000","39,816700"
YQB,Jean Lesage Intl,Canada,"46,789200","-71,398102"
GND,Maurice Bishop International,Grenada and South Grenadines,"12,143900","-61,616699"
DEB,Debrecen,Hungary,"47,490299","21,613899"
EFL,Kefallinia Airport,Greece,"38,118099","20,505600"
HMB,International Airport,Egypt,"26,342800","31,742800"
KUF,Kurumoch Intl,Russian Federation,"53,507401","50,154400"
BUS,Batumi,Georgia,"41,610802","41,600601"
AAL,Aalborg,Denmark,"57,093102","9,850000"
SAT,San Antonio Intl,United States,"29,533300","-98,469399"
EXT,Exeter,United Kingdom,"50,734200","-3,421700"
POA,Salgado Filho Intl,Brazil,"-29,993299","-51,170799"
BJL,Banjul Intl,Gambia,"13,337200","-16,654400"
JRO,Kilimanjaro International,Tanzania,"-3,427800","37,072201"
TZL,Tuzla International Airport,Bosnia and Herzegovina,"44,458599","18,724001"
BBU,Baneasa - Aurel Vlaicu,Romania,"44,500000","26,100000"
KSC,Barca,Slovakia,"48,666698","21,250000"
DRS,Dresden,Germany,"51,133301","13,766700"
GOI,Dabolim,India,"15,382800","73,828102"
MLH,EuroAirport French FR,France,"47,590000","7,530000"
SYZ,Shahid Dastghaib International,Iran,"29,540300","52,590801"
GBE,Sir Seretse Khama Intl,Botswana,"-24,654200","25,941700"
ASM,Asmara International,Eritrea,"15,291100","38,910301"
OUD,Les Angades,Morocco,"34,783298","-1,933300"
PBH,Paro International,Bhutan,"27,433300","89,416702"
XRY,Jerez Airport,Spain,"36,745300","-6,058900"
TYN,Wusu International,China,"37,828899","112,555000"
USM,Ko Samui,Thailand,"9,550000","100,066704"
SFG,Grand-Case L'Esperance,Saint Martin,"18,100599","-63,048901"
DUR,King Shaka Intl,South Africa,"-29,614401","31,116400"
RZE,Jasionka,Poland,"50,116699","22,016701"
GIB,North Front,Gibraltar,"36,150002","-5,347200"
ISU,Sulaymaniyah Airport,Iraq,"35,560799","45,314701"
MDZ,El Plumerillo,Argentina,"-32,831902","-68,784698"
JIB,Ambouli International,Djibouti,"11,546700","43,157799"
CCC,Jardines del Rey,Cuba,"22,513901","-78,508301"
SXB,Entzheim,France,"48,536900","7,627500"
LPB,El Alto International,Bolivia,"-16,506901","-68,201401"
LEI,Almeria,Spain,"36,844399","-2,372200"
LHW,Zhongchuan,China,"36,016701","103,750000"
PAD,Paderborn,Germany,"51,615002","8,621100"
AHB,Abha,Saudi Arabia,"18,237200","42,658901"
KOJ,Kagoshima,Japan,"31,801901","130,720306"
PSP,Palm Springs Muni,United States,"33,826698","-116,504997"
AVV,Avalon,Australia,"-38,040798","144,468094"
INI,Nis Constantine the Great Airport,Serbia,"43,333900","21,851700"
CRA,Craioya,Romania,"44,318901","23,886400"
SSA,Luis E. Magalhaes Intl,Brazil,"-12,915600","-38,336102"
CVG,Northern Kentucky International,United States,"39,046101","-84,663902"
MLM,F.J. Mujica Intl,Mexico,"19,850000","-101,029999"
SDR,Santander Airport,Spain,"43,429199","-3,826400"
LYP,Faisalabad International,Pakistan,"31,369200","72,998100"
BCM,Bacau,Romania,"46,598598","26,881901"
DCA,Ronald Reagan National,United States,"38,851700","-77,036903"
NKC,Nouakchott,Mauritania,"18,091900","-15,951900"
AER,Sochi International,Russian Federation,"43,450001","39,933300"
APW,Faleolo International Airport,Western Samoa,"-13,833300","-172,000000"
JUB,Juba,South Sudan,"4,870600","31,603901"
LLW,Kamuzu Intl,Malawi,"-13,789400","33,780701"
KJA,Krasnoyarsk Airport,Russian Federation,"56,049999","92,900002"
BTJ,Sultan Iskandar Muda,Indonesia,"5,520000","95,419403"
MBA,Mombasa,Kenya,"-4,031400","39,593102"
TIF,Taif,Saudi Arabia,"21,488300","40,543301"
KWL,Liangjiang International,China,"25,215900","110,047203"
JOG,Adisutjipto,Indonesia,"-7,789700","110,430603"
CZM,Cozumel International,Mexico,"20,516701","-86,933296"
MGQ,Mogadishu Intl,Somalia,"2,013300","45,313301"
SDJ,Sendai,Japan,"38,136101","140,923904"
RAI,Praia International,Cape Verde,"14,925300","-23,503099"
MST,Maastricht,Netherlands,"50,911098","5,773600"
KKJ,Kitakyushu,Japan,"33,833099","130,949402"
PVK,Aktion,Greece,"38,926399","20,765800"
OGG,Kahului,United States,"20,900600","-156,433594"
BRQ,Turany,Czech Republic,"49,151402","16,694401"
BMA,Bromma,Sweden,"59,352798","17,946400"
YNB,Yanbo,Saudi Arabia,"24,141701","38,066700"
MDC,Sam Ratulangi,Indonesia,"1,543900","124,923599"
OST,Oostende/Brugge,Belgium,"51,199699","2,863600"
SMF,Sacramento International,United States,"38,695599","-121,589699"
FSZ,Mount Fuji,Japan,"34,666698","138,166702"
AAR,Aarhus Airport,Denmark,"56,310299","10,618100"
TKU,Turku,Finland,"60,514702","22,265600"
SKD,Samarkand International,Uzbekistan,"39,700001","67,000000"
PLQ,Palanga,Lithuania,"55,916698","21,049999"
VLI,Bauerfield International,Vanuatu,"-17,693300","168,309998"
STL,Lambert International,United States,"38,747200","-90,364403"
CNF,Tancredo Never International,Brazil,"-19,633301","-43,966702"
RSW,Southwest Florida International,United States,"26,536100","-81,754997"
BON,Flamingo International Airport,"Bonaire, Saint Eustatius & Saba","12,134200","-68,273300"
NSI,Nsimalen Intl,Cameroon,"3,716700","11,550000"
SKB,Robert L. Bradshaw Intl,Saint Kitts and Nevis,"17,308100","-62,721401"
CEI,Mae Fah Luang Intl,Thailand,"19,886400","99,830597"
LGK,Langkawi International,Malaysia,"6,366700","99,833298"
EIS,Terrance B. Lettsome,British Virgin Islands,"18,443899","-64,542801"
AOI,Falconara,Italy,"43,617500","13,364200"
BNA,Nashville International,United States,"36,126701","-86,681900"
VFA,Victoria Falls International,Zimbabwe,"-18,093100","25,840300"
DRW,Darwin International,Australia,"-12,416700","130,872192"
HIJ,Hiroshima Airport,Japan,"34,435699","132,919693"
DOK,Donetsk International Airport,Ukraine,"48,083302","37,750000"
LNZ,Blue Danube,Austria,"48,233299","14,187500"
MRV,Mineral Nyye Vody,Russian Federation,"44,216702","43,083302"
BZG,Ignacy Jan Paderewski,Poland,"53,096699","17,978600"
GZT,Oguzeli,Turkey,"36,948101","37,478298"
CZX,Benniu,China,"31,700001","119,966698"
PSR,Liberi,Italy,"42,433899","14,184400"
TRS,Ronchi Dei Legionari,Italy,"45,826698","13,472200"
FNA,Lungi International,Sierra Leone,"8,617500","-13,196900"
CAY,Felix Eboue,French Guiana,"4,820000","-52,363300"
ROS,Islas Malvinas,Argentina,"-32,905602","-60,786701"
SJW,Zhengding International,China,"38,049999","114,466698"
PKU,Sultan Syarif Kasim II,Indonesia,"0,464200","101,438599"
BVC,Rabil Airport,Cape Verde,"16,083300","-22,833300"
IXM,Madurai,India,"9,832500","78,088097"
UFA,Ufa,Russian Federation,"54,733299","55,933300"
TZX,Trabzon,Turkey,"40,998600","39,776402"
AHO,Fertilia,Italy,"40,630600","8,288900"
LRM,Casa de Campo Intl,Dominican Republic,"18,410299","-68,941704"
MZT,Rafael Buelna Intl,Mexico,"23,162500","-106,273903"
BZV,Maya-Maya Airport,Congo,"-4,251900","15,254700"
GZP,Gazipasa,Turkey,"36,298100","32,290298"
PDG,Minangkabau,Indonesia,"-0,875600","100,349999"
ATZ,Asyut,Egypt,"27,049999","31,016701"
CCF,Salvaza,France,"43,215801","2,306900"
NDJ,Ndjamena,Chad,"12,134700","15,035000"
BAQ,Ernesto Cortissoz International,Colombia,"10,896100","-74,778900"
RKT,Ras Al Khaimah Intl,United Arab Emirates,"25,611099","55,937801"
OKJ,Okayama,Japan,"34,586700","133,936096"
KRS,Kjevik,Norway,"58,203098","8,084200"
NWI,Norwich International Airport,United Kingdom,"52,675800","1,285800"
TAK,Takamatsu,Japan,"34,290298","134,073105"
RAR,Rarotonga Island,Cook Islands,"-21,200300","-159,800003"
HAH,Prince Said Ibrahim International,Comoros,"-11,531900","43,261101"
YHM,John C. Munro Hamilton,Canada,"43,166901","-79,930603"
LUZ,Lublin,Poland,"51,238602","22,713301"
CMW,Ignacio Agramonte International,Cuba,"21,418600","-77,849701"
SAH,Sana'a International,Yemen,"15,478600","44,219200"
AGU,Aguascalientes International Airport,Mexico,"21,702801","-102,317902"
RMI,Miramare,Italy,"44,020802","12,612200"
SPC,La Palma,Spain,"28,622499","-17,753599"
DIL,Pres. Nicolau Lobato,East Timor,"-8,553300","125,526100"
EUN,Hassan I,Western Sahara,"27,133301","-13,216700"
SZZ,Goleniow,Poland,"53,583302","14,900000"
MSY,New Orleans Intl,United States,"29,991100","-90,251404"
SCV,Salcea,Romania,"47,689400","26,356100"
PDL,Nordela,Portugal,"37,747200","-25,681900"
KIR,Kerry County,Ireland,"52,066700","-9,500000"
KHV,Novyy,Russian Federation,"48,526699","135,186707"
ONT,Ontario Intl,United States,"34,057201","-117,608101"
IPH,Sultan Azlan Shah,Malaysia,"4,566900","101,095802"
ANR,Antwerp International,Belgium,"51,189999","4,460000"
SBH,Gustaf III,Saint Barthelemy,"17,904400","-62,845001"
DZA,Pamandzi International,Mayotte,"-12,806900","45,279999"
ASR,Erkilet,Turkey,"38,704201","35,509701"
HTY,Hatay Airport,Turkey,"36,575001","36,159698"
RTB,Juan Manuel Galvez,Honduras,"16,314699","-86,525803"
ZAZ,Zaragoza Ab,Spain,"41,666698","-1,038900"
BDL,Bradley Intl,United States,"41,937500","-72,683098"
JSI,Alex. Papadiamantis Airport,Greece,"39,177200","23,503599"
HDY,Hat Yai International,Thailand,"6,930000","100,397202"
KLX,Kalamata,Greece,"37,068298","22,025600"
VNS,Lal Bahadur Shastri,India,"25,451900","82,863098"
FLN,Hercilio Luz International,Brazil,"-27,669701","-48,550598"
VIL,Dakhla,Western Sahara,"23,713301","-15,935000"
ROB,Roberts Intl,Liberia,"6,239700","-10,358900"
EGC,Bergerac-Roumaniere Airport,France,"44,833302","0,516700"
HGA,Egal International,Somalia,"9,515800","44,091702"
BIA,Poretta,France,"42,549198","9,486100"
YYJ,Victoria Intl,Canada,"48,648602","-123,423599"
BEN,Benina Intl,Libya,"32,095798","20,275000"
KOA,Keahole,United States,"19,646900","-156,012497"
VLN,Arturo Michelena Intl,Venezuela,"10,154200","-67,931900"
RNS,St Jacques,France,"48,068600","-1,731400"
CJB,Coimbatore International,India,"11,028300","77,043297"
SLP,Ponciano Arriaga Intl,Mexico,"22,177200","-100,988297"
FAT,Fresno Yosemite International,United States,"36,776699","-119,717201"
OHD,Ohrid,Macedonia,"41,185001","20,743099"
OHS,Sohar,Oman,"24,386101","56,625599"
PNK,Supadio,Indonesia,"-0,149400","109,402802"
SCN,Ensheim,Germany,"49,216702","7,119700"
NTG,Xingdong,China,"32,066700","120,966698"
BIQ,Pays Basque,France,"43,468601","-1,522500"
DYG,Hehua,China,"29,133301","110,483299"
GRX,Granada,Spain,"37,187801","-3,780600"
GNB,Grenoble-Isere,France,"45,362801","5,329700"
MID,M. Crescencio Rejon,Mexico,"20,933300","-89,650002"
SLU,Metropolitan Area,Saint Lucia,"14,019200","-60,992802"
KGD,Kaliningrad,Russian Federation,"54,716702","20,500000"
OSR,Mosnov,Czech Republic,"49,700001","18,116699"
BLB,Panama Pacifico,Panama,"8,973100","-79,557503"
YXE,J.G. Diefenbaker Intl,Canada,"52,166698","-106,683296"
SCO,Aktau,Kazakhstan,"43,860001","51,098900"
LIG,Bellegarde,France,"45,861900","1,182200"
PIT,Pittsburgh Internation,United States,"40,496700","-80,235802"
INC,Hedong,China,"38,366699","106,366699"
KMQ,Komatsu,Japan,"36,393902","136,416901"
UPG,Sultan Hasanuddin,Indonesia,"-5,063900","119,553299"
BJM,Bujumbura Intl,Burundi,"-3,331700","29,320801"
CLE,Hopkins Intl,United States,"41,410801","-81,849403"
LOP,Lombok International,Indonesia,"-8,757200","116,276703"
LVI,Livingstone,Zambia,"-17,820601","25,822201"
AES,Vigra,Norway,"62,562500","6,105300"
TBU,Fua'Amotu,Tonga,"-21,244400","-175,141693"
SCU,Antonio Maceo Intl,Cuba,"19,969200","-75,835800"
SNA,John Wayne Airport,United States,"33,675598","-117,867203"
THF,Tempelhof,Germany,"52,474701","13,403300"
IND,Indianapolis Intl,United States,"39,725601","-86,283897"
BJA,Bejaia Airport,Algeria,"36,750000","5,083300"
PLM,S M Badaruddin II,Indonesia,"-2,900000","104,699402"
QSF,Setif,Algeria,"36,183300","5,333300"
MCM,Fontvieille Heliport,Monaco,"43,733299","7,416700"
IFN,Shahid Beheshti International Airport,Iran,"32,752800","51,862000"
FDH,Friedrichshafen,Germany,"47,667198","9,512500"
HSG,Saga Airport,Japan,"33,133301","130,300003"
SZB,Sultan Abdul Aziz Shah,Malaysia,"3,129700","101,551903"
AAE,Rabah Bitat,Algeria,"36,822201","7,809400"
MHH,Marsh Harbour,Bahamas,"26,511101","-77,084702"
PNQ,Lohegaon,India,"18,581400","73,920601"
KVA,Megas Alexandros,Greece,"40,913300","24,619200"
SVD,Argyle International,Saint Vincent and Grenadines,"13,143100","-61,215302"
FNI,Garons,France,"43,758598","4,416700"
CMH,John Glenn Columbus International Airport,United States,"39,991100","-82,878304"
ZIH,Ixtapa/Zihuatanejo International,Mexico,"17,609699","-101,491699"
VDA,Ovda,Israel,"29,939501","34,933601"
SRG,Ahmad Yani,Indonesia,"-6,975800","110,379997"
SFB,Sanford International,United States,"28,775000","-81,240303"
OZH,Mokraya International,Ukraine,"47,867500","35,315800"
HPH,Cat Bi International Airport,Vietnam,"20,816700","106,566704"
LXR,Luxor International Airport,Egypt,"25,673100","32,707500"
FBM,Luano,Democratic Republic of the Congo,"-11,590800","27,529200"
MAO,Eduardo Gomes Intl,Brazil,"-3,039200","-60,049999"
VTZ,Vishakhapatnam,India,"17,721100","83,224701"
ROR,Palau International,Palau,"7,364400","134,553894"
PDP,Punta Del Este-Arpt,Uruguay,"-34,914398","-54,919201"
TUU,Tabuk,Saudi Arabia,"28,372200","36,625301"
YTY,Taizhou,China,"32,561699","119,720299"
MAR,La Chinita International,Venezuela,"10,561100","-71,725601"
BZR,Beziers Vias,France,"43,324200","3,354400"
BEL,Val de Cans Intl,Brazil,"-1,378900","-48,475601"
RJK,Rijeka Airport,Croatia,"45,216702","14,568300"
LCJ,Lodz Lublinek Airport,Poland,"52,000000","20,000000"
PEE,Perm,Russian Federation,"58,000000","56,250000"
LDE,Pyrenees,France,"43,179401","-0,005600"
TNN,Tainan,Taiwan,"22,951900","120,199997"
NMA,Namangan,Uzbekistan,"40,983299","71,599998"
KMJ,Kumamoto,Japan,"32,831902","130,852493"
LSP,Josefa Camejo International,Venezuela,"11,779400","-70,152496"
HIR,Honiara International,Solomon Islands,"-9,425300","160,045593"
HET,Baita International,China,"40,854801","111,821297"
PEG,St. Francis of Assisi,Italy,"43,096901","12,511400"
OXB,Osvaldo Vieira International,Guinea Bissau,"11,888900","-15,657200"
PNR,Pointe Noire,Congo,"-4,810600","11,885800"
GGT,Georgetown-Exuma International,Bahamas,"23,468100","-75,782501"
KAN,Mallam Aminu Kano Intl,Nigeria,"12,046400","8,523900"
FEG,Fergana International,Uzbekistan,"40,350300","71,733597"
BHK,Bukhara International,Uzbekistan,"39,766701","64,483299"
TOS,Langnes,Norway,"69,681396","18,921700"
AJA,Napoleon Bonaparte,France,"41,924198","8,803100"
LRH,Laleu,France,"46,180599","-1,185800"
SWF,Newburgh Stewart International,United States,"41,505798","-74,097198"
BLK,Blackpool,United Kingdom,"53,771900","-3,036100"
AQJ,King Hussein International,Jordan,"29,612499","35,019402"
DVO,Francisco Bangoy International,Philippines,"7,131700","125,649399"
HAS,Hail,Saudi Arabia,"27,438900","41,686401"
PGF,Llabanere,France,"42,740799","2,871700"
FPO,Grand Bahama International,Bahamas,"26,556700","-78,699402"
HKD,Hakodate,Japan,"41,768299","140,822495"
VOZ,Voronezh,Russian Federation,"51,666698","39,216702"
CUZ,A.Velasco Astete Intl,Peru,"-13,529400","-71,959702"
TBZ,Tabriz International,Iran,"38,131699","46,243301"
CBR,Canberra,Australia,"-35,308899","149,195007"
KIJ,Niigata,Japan,"37,953300","139,122498"
XNB,Dubai Etihad Bus Station,United Arab Emirates,"25,250000","55,357800"
UGC,Urgench International,Uzbekistan,"41,577801","60,641701"
BGF,Mpoko International Airport,Central African Republic,"4,396100","18,520300"
XSP,Seletar,Singapore,"1,416700","103,869400"
OAX,Xoxocotlan Intl,Mexico,"16,983299","-96,733299"
TGM,Transilvania,Romania,"46,533298","24,533300"
MRA,Misurata,Libya,"32,325802","15,060600"
LAQ,Labraq,Libya,"28,592199","18,723301"
GUW,Atyrau,Kazakhstan,"47,116699","51,900002"
EPA,El Palomar Airport,Argentina,"-34,608299","-58,612499"
NLA,Ndola,Zambia,"-12,995800","28,663099"
XOZ,Doha Free Zone,Qatar,"24,833300","50,916698"
BES,Bretagne,France,"48,447201","-4,420600"
BUQ,Joshua M. Nkomo Intl,Zimbabwe,"-20,016899","28,618099"
GOJ,Strigino,Russian Federation,"56,223202","43,783798"
IBR,Ibaraki Airport,Japan,"36,233299","140,350006"
TMP,Tampere-Pirkkala,Finland,"61,463902","23,738899"
YIW,Yiwu Airport,China,"29,266701","120,050003"
WVB,Walvis Bay Airport,Namibia,"-22,978600","14,650600"
YLW,Kelowna International,Canada,"49,965302","-119,377800"
TLM,Zenata,Algeria,"35,015598","-1,458300"
NOS,Fascene,Madagascar,"-13,311100","48,313900"
XUZ,Guanyin,China,"34,266701","117,183296"
ZGC,Bus Station,Croatia,"45,803299","15,993300"
ISL,Ataturk Airport,Turkey,"41,260300","28,741899"
ZGY,Kuching Port,Malaysia,"1,550000","110,383301"
HUY,Humberside,United Kingdom,"53,574402","-0,350800"
SGC,Surgut,Russian Federation,"61,233299","73,333298"
GRQ,Eelde,Netherlands,"53,120300","6,575600"
CIT,Shymkent International,Kazakhstan,"42,364101","69,478798"
LRR,Lar Airport,Iran,"27,672800","54,380901"
KGF,Sary-Arka,Kazakhstan,"49,833302","73,166702"
DOM,Melville Hall,Dominica,"15,543100","-61,309200"
BNX,Banja Luka International Airport,Bosnia and Herzegovina,"44,940899","17,297600"
SMI,Samos,Greece,"37,688900","26,913900"
GIZ,Gizan,Saudi Arabia,"16,866699","42,583302"
PBI,Palm Beach Intl,United States,"26,682199","-80,094200"
PPS,Puerto Princesa International,Philippines,"9,742200","118,753899"
YNZ,Nanyang Airport,China,"33,425800","120,203102"
TUF,St Symphorien,France,"47,432499","0,727800"
PEI,Matecana International,Colombia,"4,814700","-75,745003"
VXO,Vaxjo,Sweden,"56,925098","14,727100"
ALY,El Nouzha,Egypt,"31,187799","29,948099"
CUU,R. Fierro Villalobos,Mexico,"28,652500","-106,094399"
GSP,Greenville International,United States,"34,898899","-82,213898"
ZCL,Leobardo C. Ruiz Intl,Mexico,"22,897200","-102,685303"
FNJ,Sunan Intl,North Korea,"39,200001","125,683296"
OIT,Oita,Japan,"33,476101","131,739700"
MCI,Kansas City Intl,United States,"39,292801","-94,726700"
TOY,Toyama,Japan,"36,644199","137,188904"
GRV,Grozny,Russian Federation,"43,333302","45,700001"
TMS,Sao Tome International Airport,Sao Tome and Principe,"0,378300","6,725000"
LPI,Linkoping,Sweden,"58,406899","15,673600"
NAG,Dr. Ambedkar Intl Airport,India,"21,091101","79,049698"
CEK,Balandino Airport,Russian Federation,"55,299999","61,500000"
LGG,Liege Airport,Belgium,"50,637501","5,443300"
SZY,Olsztyn-Mazury Airport,Poland,"53,481899","20,947500"
ZSE,Pierrefonds,Reunion,"-21,333300","55,483299"
ZQW,Zweibruecken Airport,Germany,"49,209400","7,400600"
SFJ,Kangerlussuaq Airport,Greenland,"67,012199","-50,719700"
ETM,Ramon International Airport,Israel,"29,727200","35,014198"
ETZ,Lorraine,France,"48,979198","6,247800"
UUS,Yuzhno-Sakhalinsk,Russian Federation,"46,883301","142,716705"
MME,Tees Valley,United Kingdom,"54,511700","-1,420600"
YEH,Yueyahu,China,"38,588100","106,538597"
UET,Quetta International,Pakistan,"30,253599","66,936096"
BHD,George Best City Airport,United Kingdom,"54,617199","-5,870800"
MDG,Hailang,China,"44,599998","129,500000"
ZHA,Zhanjiang,China,"21,266701","110,466698"
VAA,Vaasa,Finland,"63,044998","21,761400"
KMI,Miyazaki,Japan,"31,874399","131,443893"
MUB,Maun,Botswana,"-19,970800","23,430599"
AJF,Al Jouf,Saudi Arabia,"29,799999","40,066700"
CMF,Chambery/Aix-les-Bains,France,"45,638901","5,881700"
SZF,Carsamba Airport,Turkey,"41,259899","36,558800"
KVD,Ganja,Azerbaijan,"40,733299","46,316700"
GWY,Carnmore,Ireland,"53,294399","-8,950000"
IXC,Chandigarh,India,"30,671900","76,790604"
ACH,St Gallen-Altenrhein Airport,Switzerland,"47,485001","9,560800"
TXN,Tunxi International,China,"29,733299","118,300003"
PKX,Daxing International Airport,China,"39,508598","116,410797"
INV,Inverness Airport,United Kingdom,"57,542500","-4,048300"
CDT,Castellon Airport,Spain,"40,209702","0,019700"
ELH,North Eleuthera,Bahamas,"25,474701","-76,684998"
TJM,Tyumen,Russian Federation,"57,150002","65,533302"
TJU,Kulob Airport,Tajikistan,"37,988300","69,806602"
STT,Metropolitan Area,United States,"18,337200","-64,973297"
HAU,"Haugesund Airport, Karmoy",Norway,"59,405602","5,279200"
DNK,Dnipropetrovsk International,Ukraine,"48,450001","34,983299"
LWN,Shirak,Armenia,"40,716702","43,833302"
YGJ,Miho Ab,Japan,"35,491402","133,242203"
TAB,ANR Robinson International,Trinidad and Tobago,"11,146400","-60,836700"
CFE,Auvergne Airport,France,"45,785801","3,167500"
PHC,Port Harcourt International,Nigeria,"5,015400","6,950100"
VXE,San Pedro,Cape Verde,"16,833300","-25,066700"
ESU,Mogador Airport,Morocco,"31,397499","-9,681700"
URT,Surat Thani,Thailand,"9,133300","99,133301"
BLZ,Chileka International Airport,Malawi,"-15,674700","34,970798"
SFA,Thyna Airport,Tunisia,"34,718102","10,691700"
CND,Mihail Kogalniceanu,Romania,"44,349998","28,483299"
JBQ,Dr. Joaquin Balaguer Airport,Dominican Republic,"18,572201","-69,985603"
DLI,Lien Khuong,Vietnam,"11,749700","108,377800"
REN,Orenburg,Russian Federation,"51,783298","55,116699"
FSC,Sud-Corse,France,"41,583302","9,250000"
AZS,EL Catey Intl,Dominican Republic,"19,270599","-69,736900"
HUX,Bahias de Huatulco Intl,Mexico,"15,773900","-96,262497"
LCG,A Coruna Airport,Spain,"43,299400","-8,379200"
OGL,Ogle Airport,Guyana,"6,800000","-58,105598"
CAP,Hugo Chavez Intl,Haiti,"19,732800","-72,195000"
NQY,Cornwall,United Kingdom,"50,440601","-4,995300"
BER,Brandenburg,Germany,"52,366699","13,503300"
XNN,Caojiabao,China,"36,549999","101,750000"
MYY,Miri,Malaysia,"4,455300","114,000801"
GAY,Gaya,India,"24,746700","84,945801"
AOK,Karpathos,Greece,"35,421398","27,146099"
DGO,Guadalupe Victoria Intl,Mexico,"24,125000","-104,525002"
LTO,Loreto International,Mexico,"25,983299","-111,349999"
CWB,Afonso Pena International,Brazil,"-25,526699","-49,177799"
OMS,Omsk,Russian Federation,"54,966702","73,300003"
EBU,Boutheon,France,"45,541698","4,297500"
BBI,Biju Patnaik,India,"20,243601","85,820000"
BWX,Blimbingsari Airport,Indonesia,"-8,310600","114,339996"
KNH,Shangyi,Taiwan,"24,420601","118,344399"
